suite_id,task_id,model,suite_split,lift_type,feature_family,evidence_eligibility,functional_pass,first_failure_stage,audit_failure_class,root_cause_primary,secondary_tags,contract_clause_ids,context_violation,review_status,annotator,adjudicated,evidence_summary,evidence_path,validity_reason
python200-hard-main-20260829,connexion__openapi_resolver_core__001,deepseek/deepseek-v4-flash,hard50,Composite,registry_plugin_dispatch,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement rpds-py==2026.6.3 (from versions: 0.20.0)
ERROR: No matching distribution found for rpds-py==2026.6.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/connexion__openapi_resolver_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement rpds-py==2026.6.3 (from versions: 0.20.0)
ERROR: No matching distribution found for rpds-py==2026.6.3"
python200-hard-main-20260829,copier__template_answers_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,config_resolve_discover,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/copier__template_answers_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2"
python200-hard-main-20260829,distlib__wheel_metadata_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,resource_metadata_loading,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: distlib__wheel_metadata_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/distlib__wheel_metadata_core__hard3_001/run.json,ValueError: distlib__wheel_metadata_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,fs__url_opener_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: fs__url_opener_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/fs__url_opener_core__hard3_001/run.json,ValueError: fs__url_opener_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,fsspec__url_chain_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,config_resolve_discover,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: fsspec__url_chain_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/fsspec__url_chain_core__hard3_001/run.json,ValueError: fsspec__url_chain_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,goodconf__typed_env_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,config_resolve_discover,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/goodconf__typed_env_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2"
python200-hard-main-20260829,jupyter_server__extension_config_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: jupyter_server__extension_config_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/jupyter_server__extension_config_core__hard3_001/run.json,ValueError: jupyter_server__extension_config_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,license_expression__policy_core__hard3_001,deepseek/deepseek-v4-flash,python150,Direct,parse_tokenize_decode,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: license_expression__policy_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/license_expression__policy_core__hard3_001/run.json,ValueError: license_expression__policy_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,limits__strategy_storage_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,registry_plugin_dispatch,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/limits__strategy_storage_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3"
python200-hard-main-20260829,luigi__task_requires_core__001,deepseek/deepseek-v4-flash,hard50,Composite,workflow_session_orchestration,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement tornado==6.5.2 (from versions: none)
ERROR: No matching distribution found for tornado==6.5.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/luigi__task_requires_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement tornado==6.5.2 (from versions: none)
ERROR: No matching distribution found for tornado==6.5.2"
python200-hard-main-20260829,openapi_schema_validator__draft_core__001,deepseek/deepseek-v4-flash,hard50,Direct,validate_normalize_construct,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement rpds-py==2026.6.3 (from versions: 0.20.0)
ERROR: No matching distribution found for rpds-py==2026.6.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/openapi_schema_validator__draft_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement rpds-py==2026.6.3 (from versions: 0.20.0)
ERROR: No matching distribution found for rpds-py==2026.6.3"
python200-hard-main-20260829,oslo_config__opt_group_core__001,deepseek/deepseek-v4-flash,hard50,Composite,config_resolve_discover,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/oslo_config__opt_group_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3"
python200-hard-main-20260829,oslo_policy__enforcer_core__001,deepseek/deepseek-v4-flash,hard50,Composite,registry_plugin_dispatch,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/oslo_policy__enforcer_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement wrapt==1.17.3 (from versions: 1.16.0)
ERROR: No matching distribution found for wrapt==1.17.3"
python200-hard-main-20260829,pandera__dataframe_schema_core__001,deepseek/deepseek-v4-flash,hard50,Composite,validate_normalize_construct,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pandas==2.2.3 (from versions: none)
ERROR: No matching distribution found for pandas==2.2.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pandera__dataframe_schema_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pandas==2.2.3 (from versions: none)
ERROR: No matching distribution found for pandas==2.2.3"
python200-hard-main-20260829,poetry_core__dependency_groups_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,resource_metadata_loading,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: poetry_core__dependency_groups_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/poetry_core__dependency_groups_core__hard3_001/run.json,ValueError: poetry_core__dependency_groups_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,pydantic__field_validator_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: pydantic__field_validator_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pydantic__field_validator_core__hard3_001/run.json,ValueError: pydantic__field_validator_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,pydantic_v1__validation_error_core__001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: pydantic_v1__validation_error_core__001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pydantic_v1__validation_error_core__001/run.json,ValueError: pydantic_v1__validation_error_core__001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,pyramid__configurator_action_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,workflow_session_orchestration,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: pyramid__configurator_action_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pyramid__configurator_action_core__hard3_001/run.json,ValueError: pyramid__configurator_action_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,quart__blueprint_dispatch_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,registry_plugin_dispatch,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement MarkupSafe==3.0.3 (from versions: 2.1.5)
ERROR: No matching distribution found for MarkupSafe==3.0.3",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/quart__blueprint_dispatch_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement MarkupSafe==3.0.3 (from versions: 2.1.5)
ERROR: No matching distribution found for MarkupSafe==3.0.3"
python200-hard-main-20260829,requests_cache__cache_key_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,cache_retry_policy,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: requests_cache__cache_key_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/requests_cache__cache_key_core__hard3_001/run.json,ValueError: requests_cache__cache_key_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,rocketry__cond_schedule_core__001,deepseek/deepseek-v4-flash,hard50,Direct,workflow_session_orchestration,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,False,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/rocketry__cond_schedule_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement pydantic-core==2.33.2 (from versions: 2.23.4)
ERROR: No matching distribution found for pydantic-core==2.33.2"
python200-hard-main-20260829,schema__nested_validate_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: schema__nested_validate_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/schema__nested_validate_core__hard3_001/run.json,ValueError: schema__nested_validate_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,setuptools_scm__version_normalize_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,resource_metadata_loading,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: setuptools_scm__version_normalize_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/setuptools_scm__version_normalize_core__hard3_001/run.json,ValueError: setuptools_scm__version_normalize_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,spiffworkflow__bpmn_engine_core__001,deepseek/deepseek-v4-flash,hard50,Composite,workflow_session_orchestration,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement lxml==6.1.2 (from versions: none)
ERROR: No matching distribution found for lxml==6.1.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/spiffworkflow__bpmn_engine_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement lxml==6.1.2 (from versions: none)
ERROR: No matching distribution found for lxml==6.1.2"
python200-hard-main-20260829,starlette__route_matching_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: starlette__route_matching_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/starlette__route_matching_core__hard3_001/run.json,ValueError: starlette__route_matching_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,taskiq__broker_task_core__001,deepseek/deepseek-v4-flash,hard50,Composite,workflow_session_orchestration,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement aiohttp==3.12.15 (from versions: none)
ERROR: No matching distribution found for aiohttp==3.12.15",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/taskiq__broker_task_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement aiohttp==3.12.15 (from versions: none)
ERROR: No matching distribution found for aiohttp==3.12.15"
python200-hard-main-20260829,tenacity__retry_state_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,cache_retry_policy,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: tenacity__retry_state_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/tenacity__retry_state_core__hard3_001/run.json,ValueError: tenacity__retry_state_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,trafaret__validation_rules_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: trafaret__validation_rules_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/trafaret__validation_rules_core__hard3_001/run.json,ValueError: trafaret__validation_rules_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,virtualenv__interpreter_spec_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,parse_tokenize_decode,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: virtualenv__interpreter_spec_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/virtualenv__interpreter_spec_core__hard3_001/run.json,ValueError: virtualenv__interpreter_spec_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,wheel__metadata_normalize_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,resource_metadata_loading,infrastructure_invalid,False,preflight_blocked,freeze_preflight_blocked,infrastructure,freeze_preflight_blocked,,,automatic,rule_based,False,ValueError: wheel__metadata_normalize_core__hard3_001: active benchmark freeze spec hash mismatch,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/wheel__metadata_normalize_core__hard3_001/run.json,ValueError: wheel__metadata_normalize_core__hard3_001: active benchmark freeze spec hash mismatch
python200-hard-main-20260829,zope_component__site_lookup_core__001,deepseek/deepseek-v4-flash,hard50,Composite,registry_plugin_dispatch,infrastructure_invalid,False,build_failure,dependency_install_infrastructure,infrastructure,dependency_install_infrastructure,,True,automatic,rule_based,False,"dependency install failed: ERROR: Could not find a version that satisfies the requirement zope.interface==7.2 (from versions: none)
ERROR: No matching distribution found for zope.interface==7.2",experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/zope_component__site_lookup_core__001/eval/logs/dependency_install.stderr,"dependency install failed: ERROR: Could not find a version that satisfies the requirement zope.interface==7.2 (from versions: none)
ERROR: No matching distribution found for zope.interface==7.2"
python200-hard-main-20260829,aiohttp__url_params_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,contract_api_completion,validation_boundary;exception_semantics,B002;B003,True,assistant_first_pass,codex_assistant,False,提交实现了 header 容器但未拒绝无效 header 名称,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/aiohttp__url_params_core__hard3_001/eval/logs/hidden.stdout,
python200-hard-main-20260829,alembic__revision_map_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,algorithm_data_structure,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,graph_semantics;state_lifecycle,B007,True,assistant_first_pass,codex_assistant,False,merge graph 能得到最终 head 但基础 revision 从索引中丢失,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/alembic__revision_map_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,apischema__serialization_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,validate_normalize_construct,valid_agent_evidence,False,missing_submission,agent_no_submission,agent_process_non_delivery,missing_submission,,False,assistant_first_pass,codex_assistant,False,Agent 正常启动但提交目录中没有生成任何文件,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/apischema__serialization_core__001/run.json,
python200-hard-main-20260829,build__pyproject_backend_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,default_values,B001,False,assistant_first_pass,codex_assistant,False,缺省 build backend 使用 legacy variant 而不是任务要求的默认 backend,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/build__pyproject_backend_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,celery__signal_dispatch_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,validation_boundary;callable_compatibility,B001;B004,False,assistant_first_pass,codex_assistant,False,connect 对无关键字参数的普通 callable 施加了过强限制,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/celery__signal_dispatch_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,cookiecutter__repo_finder_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,config_resolve_discover,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,parsing_normalization;template_expansion,B001,False,assistant_first_pass,codex_assistant,False,缩写展开只提供一个格式参数因而无法处理多占位符模板,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/cookiecutter__repo_finder_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,dateutil__zone_resolver_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,resource_metadata_loading,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,contract_api_completion,alias_resolution;state_lifecycle,B003,False,assistant_first_pass,codex_assistant,False,别名可以注册但加载时没有沿别名解析到 canonical zone,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/dateutil__zone_resolver_core__hard3_001/eval/logs/hidden.stdout,
