task_id,diagnostic_subset,challenge_group,pilot_task,contract_suspect,behavior_review_status,public_unmapped_count,hidden_unmapped_count,closure_review_status,file_gold_completeness,taxonomy_review_status,quarantine_status,quarantine_root_cause,priority,required_actions
humanize__naturaltime_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
importlib_metadata__entry_points_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
importlib_resources__traversable_tree_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
installer__wheel_record_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
intervaltree__interval_tree_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
isodate__duration_parse_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
isort__settings_resolver_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jinja2__compile_render_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
jinja2__extensions_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
jinja2__filters_tests_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,ai_assisted_reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
jinja2__lexer_parser_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jinja2__loader_inheritance_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping;double_review_and_adjudicate_closure
json5__parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
json_logic__evaluator_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jsonpath_ng__expression_eval_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jsonpointer__resolve_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jsonschema__validator_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jupyter_core__paths_resolver_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
jupyter_server__extension_config_core__hard3_001,challenge20,contract_review_6,false,true,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure;adjudicate_contract_suspect
keyring__backend_select_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
lark__grammar_loader_core__001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
lark__parse_tree_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,missing_grammar_resource_closure,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
lark__visitor_transform_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,ai_assisted_reviewed_v1,quarantined,missing_grammar_resource_closure,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
license_expression__policy_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
mako__lexer_expression_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
markdown__extensions_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
markdown_it__commonmark_render__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
marshmallow__schema_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
mkdocs__plugin_config_core__hard3_001,challenge20,contract_review_6,false,true,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure;adjudicate_contract_suspect
msgpack__pack_unpack_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
multidict__multidict_mutation_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
networkx__dag_topo_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
packaging__requirement_marker_specifier__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
parsel__selector_namespace_core__hard3_001,challenge20,contract_review_6,false,true,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,ai_assisted_reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure;adjudicate_contract_suspect
parso__python_parse_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
passlib__hash_context_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
pathvalidate__sanitize_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pendulum__parse_format_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
phonenumbers__parse_format_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
platformdirs__app_dirs_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pluggy__hook_call_order__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
pluggy__hook_specs_core__001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
pluggy__hook_wrapper_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
poetry_core__dependency_groups_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pydantic__field_validator_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pydantic_settings__env_source_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,quarantined,missing_third_party_closure,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping;double_review_and_adjudicate_closure
pydantic_v1__validation_error_core__001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
pygments__formatter_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
pygments__lexer_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,quarantined,original_package_relocation,P0,repair_or_adjudicate_quarantined_task;review_behavior_mapping
pyramid__configurator_action_core__hard3_001,challenge20,mechanism_stress_4,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,ai_assisted_reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
pytest__fixture_resolve_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pytest__ini_markers_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pytest__mark_expression_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pytest__marker_registry_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pytest__skipif_eval_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
python_box__config_box_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
python_dateutil__relativedelta_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
python_dateutil__rrule_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
python_dotenv__env_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
python_frontmatter__roundtrip_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
python_multipart__form_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
pyyaml__safe_load_dump__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
readme_renderer__content_type_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
redis__resp_parser_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
referencing__json_schema_refs_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,ai_assisted_reviewed_v1,active,,P2,review_behavior_mapping
requests_cache__cache_key_core__hard3_001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
responses__request_matcher_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
returns__result_pipeline_core__hard3_001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
rfc3986__uri_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
rich__markup_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
ruamel_yaml__roundtrip_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
schema__nested_validate_core__hard3_001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
scrapy__item_loader_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
setuptools_scm__version_normalize_core__hard3_001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
sortedcontainers__sorted_list_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
sphinx__extension_registry_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
sqlalchemy__event_dispatch_core__hard3_001,challenge20,mechanism_stress_4,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
sqlparse__format_filters_core__001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
sqlparse__parse_format_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
sqlparse__parse_split_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
sqlparse__token_tree_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
starlette__route_matching_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,ai_assisted_reviewed_v1,active,,P2,review_behavior_mapping
stevedore__extension_manager_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
tabulate__table_format_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
tenacity__retry_state_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
tomlkit__roundtrip_document__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
tox__factor_expression_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
trafaret__validation_rules_core__hard3_001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
transitions__state_machine_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
typer__command_parser_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
urllib3__retry_backoff_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
vibe_app__csv_transform_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
vibe_app__orm_query_ast_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
vibe_app__plugin_registry_core__001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
vibe_app__pricing_rules_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
vibe_app__rules_engine_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
vibe_app__session_registry_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
vibe_app__yaml_config_bootstrap__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
virtualenv__interpreter_spec_core__hard3_001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
voluptuous__schema_validate_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
websockets__handshake_parse_core__001,challenge20,pilot_10,true,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P0,review_behavior_mapping;double_review_and_adjudicate_closure
werkzeug__routing_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,ai_assisted_reviewed_v1,active,,P2,review_behavior_mapping
wheel__metadata_normalize_core__hard3_001,challenge20,mechanism_stress_4,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,ai_assisted_reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
wsproto__frame_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
xmltodict__xml_parse_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
yamale__schema_validate_core__hard3_001,representative20,,false,false,ai_assisted_reviewed,0,0,ai_assisted_reviewed,complete,reviewed_v1,active,,P1,review_behavior_mapping;double_review_and_adjudicate_closure
yarl__url_model_core__001,,,false,false,ai_assisted_reviewed,0,0,missing,NA,reviewed_v1,active,,P2,review_behavior_mapping
