task_id,run_id,model,agent,public_pass,hidden_pass,functional_pass,extraction_ratio,final_score,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,secondary_failure,trajectory_path,evaluation_path,evidence_step_ids,analysis_included,exclusion_reason,run_kind,suite_id,split,task_type,difficulty,dynamic_state_task,contract_review_required,run_status,build_pass,public_executed,hidden_executed,submission_present,copied_measurement_source,source_loc,total_tokens,prompt_tokens,completion_tokens,api_calls,assistant_steps,tool_call_count,repeated_terminal_commands,public_success_step_id,finish_step_id,unsupported_completion_claim,agent_reasoning_error_count,evaluator_environment_error_count,failure_classification_confidence,failure_flags,metadata_path,run_path,submission_path,events_available,evaluation_available
mako__lexer_expression_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/mako__lexer_expression_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.287571,0.712429,11,1881,0,0,0,0,false,false,false,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/mako__lexer_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/mako__lexer_expression_core__001/eval/result.json,"[""a779c09f-87ce-494b-bb9f-7d98476049ff""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,6541,1476890,1451720,25170,31,40,40,0,a779c09f-87ce-494b-bb9f-7d98476049ff,,false,0,0,high,[],benchmark/tasks/mako__lexer_expression_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/mako__lexer_expression_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/mako__lexer_expression_core__001/submission,true,true
markdown__extensions_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown__extensions_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.410615,0.589385,15,3110,0,0,2,0,false,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown__extensions_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown__extensions_core__001/eval/result.json,"[""662ca220-7aec-40c0-87e6-954cf7919d61"",""3cbb4670-0e04-4215-943a-51f51cbcd184"",""c8bb25de-4e18-4dc1-90c4-50d53ed783ff""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,7574,2234664,2177676,56988,52,55,55,1,662ca220-7aec-40c0-87e6-954cf7919d61,,false,0,0,high,"[""tool_execution_errors""]",benchmark/tasks/markdown__extensions_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown__extensions_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown__extensions_core__001/submission,true,true
markdown_it__commonmark_render__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.924411,0.075589,61,4158,0,0,1,1,false,false,true,completion_signal,passed,high_extraction_ratio_proxy,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/eval/result.json,"[""816309ae-b6e6-4868-bb5f-8f9be010fb96"",""0a84baeb-786a-42fa-b27c-b49746b9b297"",""d8b9dc4c-f774-463d-b1b0-301c3a912ef7""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,4498,1960074,1929648,30426,63,49,49,3,816309ae-b6e6-4868-bb5f-8f9be010fb96,,false,0,0,high,"[""high_extraction_ratio_proxy"",""tool_execution_errors"",""harness_format_errors""]",benchmark/tasks/markdown_it__commonmark_render__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/markdown_it__commonmark_render__001/submission,true,true
marshmallow__schema_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/marshmallow__schema_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.435578,0.564422,12,1714,3,2,1,1,false,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/marshmallow__schema_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/marshmallow__schema_core__001/eval/result.json,"[""f7772871-e874-437d-b167-b28613613636"",""3aa1a41a-ff9a-4873-a2ec-d3e5f404ac4a"",""157507e7-ff85-419f-86a3-1d40f5c89edf"",""4dba3582-0295-4c0a-91c3-effbe4f0c7a6"",""d17b8317-d6cc-4a26-954c-6aacd3c2d98a""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,data_model_coupling,hard,false,false,failed,true,true,true,true,eval.metrics submission footprint,3935,4976778,4904147,72631,131,123,123,5,f7772871-e874-437d-b167-b28613613636,,false,0,0,high,"[""repeated_exploration"",""tool_execution_errors"",""harness_format_errors"",""agent_step_limit""]",benchmark/tasks/marshmallow__schema_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/marshmallow__schema_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/marshmallow__schema_core__001/submission,true,true
msgpack__pack_unpack_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/msgpack__pack_unpack_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.401537,0.598463,4,993,2,0,0,0,false,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/msgpack__pack_unpack_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/msgpack__pack_unpack_core__001/eval/result.json,"[""9998aeed-fc82-452b-832b-cea97ae60fa7"",""491080e1-19da-4eea-a131-4ce91dda8bfb"",""5ce557b7-2fe3-4c98-afde-92b17b69d426""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,2473,846380,828311,18069,24,30,30,1,9998aeed-fc82-452b-832b-cea97ae60fa7,,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/msgpack__pack_unpack_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/msgpack__pack_unpack_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/msgpack__pack_unpack_core__001/submission,true,true
networkx__dag_topo_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/networkx__dag_topo_core__001,deepseek/deepseek-v4-flash,openhands-agent,,,false,,0.000000,0,0,0,0,2,1,false,false,false,missing_submission_after_agent_exit,missing_submission,harness_format_error,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/networkx__dag_topo_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/networkx__dag_topo_core__001/eval/result.json,"[""45bf1b99-f389-4b6f-ae13-7e642f4d6730"",""5dcc92e1-25c7-4851-8dfc-e078f22987a1"",""8105a836-6a54-4e4e-8a96-42c27bfd7d7a"",""7614724b-eb16-4140-9bdc-2f6bdbb45b21""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,data_model_coupling,hard,false,false,missing_submission,,false,false,true,filesystem submission footprint fallback,,948733,929719,19014,48,29,29,0,45bf1b99-f389-4b6f-ae13-7e642f4d6730,,false,0,0,high,"[""tool_execution_errors"",""harness_format_errors""]",benchmark/tasks/networkx__dag_topo_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/networkx__dag_topo_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/networkx__dag_topo_core__001/submission,true,false
packaging__requirement_marker_specifier__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/packaging__requirement_marker_specifier__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.566472,0.433528,9,1845,2,0,0,0,false,false,false,explicit_finish,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/packaging__requirement_marker_specifier__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/packaging__requirement_marker_specifier__001/eval/result.json,"[""77901628-cc47-43dc-8892-b5c2b8a42317"",""1f836b89-5058-4cf4-9298-a20426b615ed"",""cc233949-ba52-4bdc-9d03-30558f785037"",""aa4b4158-d4f2-4c52-b0f1-8eaa5c8516a2""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,3257,1309728,1276604,33124,29,41,41,0,77901628-cc47-43dc-8892-b5c2b8a42317,1f836b89-5058-4cf4-9298-a20426b615ed,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/packaging__requirement_marker_specifier__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/packaging__requirement_marker_specifier__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/packaging__requirement_marker_specifier__001/submission,true,true
parso__python_parse_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/parso__python_parse_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.389137,0.610863,26,4535,3,1,0,0,false,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/parso__python_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/parso__python_parse_core__001/eval/result.json,"[""b24b7449-186e-4b65-a2d0-d7bd371622e1"",""9592200a-a8c1-4f10-b862-3974c5e330cd"",""00a43872-4f63-4c2c-8baf-b61a7b617162"",""b11502aa-1b6c-486a-8809-b182db72124d""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,11654,1525255,1507228,18027,40,54,54,1,b24b7449-186e-4b65-a2d0-d7bd371622e1,,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/parso__python_parse_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/parso__python_parse_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/parso__python_parse_core__001/submission,true,true
passlib__hash_context_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.242970,0.757030,14,7137,1,1,0,0,false,false,true,explicit_finish,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/eval/result.json,"[""ac1f21ca-26a4-480e-845c-96d1ffef12aa"",""3981e3a6-11ed-4455-ab53-e860186c142d"",""54e37be9-0c5c-4329-89f0-4c8defdc8d1f""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,data_model_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,29374,3799141,3757080,42061,101,75,75,2,ac1f21ca-26a4-480e-845c-96d1ffef12aa,3981e3a6-11ed-4455-ab53-e860186c142d,false,0,0,high,"[""low_extraction_ratio_proxy"",""repeated_exploration""]",benchmark/tasks/passlib__hash_context_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/passlib__hash_context_core__001/submission,true,true
pathvalidate__sanitize_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pathvalidate__sanitize_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.344147,0.655853,10,1517,0,0,0,0,true,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pathvalidate__sanitize_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pathvalidate__sanitize_core__001/eval/result.json,"[""62d69d86-7bba-4016-b29d-ee7a7ee71b17""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,config_environment_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,4408,661433,652646,8787,22,37,37,2,62d69d86-7bba-4016-b29d-ee7a7ee71b17,,false,0,0,high,[],benchmark/tasks/pathvalidate__sanitize_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pathvalidate__sanitize_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pathvalidate__sanitize_core__001/submission,true,true
pendulum__parse_format_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pendulum__parse_format_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,false,false,0.145379,0.000000,16,1713,14,9,1,0,false,false,true,completion_signal,hidden_interface_or_closure_failure,agent_step_limit,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pendulum__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pendulum__parse_format_core__001/eval/result.json,"[""589a10cc-0f48-4591-aa47-e176b75f7479"",""b50c29ed-c0de-4cdd-8f9d-cc505fe02bad"",""dadba356-a7b2-4d1f-9a71-9ebe86997dda"",""e1fff445-0584-4208-8007-5b1560c1cc48"",""895ea7a9-2cee-4c5c-a4fa-1e56d36d5879"",""ceaa44a1-6764-4b2b-8a4c-5739bdaf85a6"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,failed,true,true,true,true,eval.metrics submission footprint,11783,4565342,4492467,72875,132,122,122,6,589a10cc-0f48-4591-aa47-e176b75f7479,,false,0,0,medium,"[""low_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors"",""agent_step_limit""]",benchmark/tasks/pendulum__parse_format_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pendulum__parse_format_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pendulum__parse_format_core__001/submission,true,true
phonenumbers__parse_format_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/phonenumbers__parse_format_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,false,false,0.426281,0.000000,10,2871,60,17,0,0,false,false,true,step_limit_exceeded,hidden_interface_or_closure_failure,agent_step_limit,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/phonenumbers__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/phonenumbers__parse_format_core__001/eval/result.json,"[""bf656a8c-c910-4f9b-8f78-05723b8a1682"",""27ac166f-127f-4c68-bf47-80a3d4d89e9b"",""bf595ff8-e45f-4f66-afc6-86533a6183b1"",""0cf51515-3320-4b6e-ae72-8f921be8511c"",""dcbe18c6-a41c-467d-b8bb-fdc994557ae6"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,resource_coupling,hard,true,false,failed,true,true,true,true,eval.metrics submission footprint,6735,5142307,5083441,58866,121,125,125,0,bf656a8c-c910-4f9b-8f78-05723b8a1682,,false,0,0,medium,"[""repeated_exploration"",""agent_step_limit""]",benchmark/tasks/phonenumbers__parse_format_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/phonenumbers__parse_format_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/phonenumbers__parse_format_core__001/submission,true,true
pluggy__hook_call_order__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.938375,0.061625,7,670,0,0,0,0,false,false,true,explicit_finish,passed,high_extraction_ratio_proxy,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/eval/result.json,"[""d8f0ddd9-255f-4121-9c75-c4d129f04cfb"",""9c650fd4-32d4-4afd-9b37-15b377cc15e7""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,framework_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,714,816893,788692,28201,28,25,25,1,d8f0ddd9-255f-4121-9c75-c4d129f04cfb,9c650fd4-32d4-4afd-9b37-15b377cc15e7,false,0,0,high,"[""high_extraction_ratio_proxy""]",benchmark/tasks/pluggy__hook_call_order__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_call_order__001/submission,true,true
pluggy__hook_specs_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.934174,0.065826,6,667,0,0,0,0,false,false,true,completion_signal,passed,high_extraction_ratio_proxy,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/eval/result.json,"[""c7f91152-dae2-41b4-9e27-f99cce258b93""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,framework_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,714,590131,573364,16767,20,27,27,0,c7f91152-dae2-41b4-9e27-f99cce258b93,,false,0,0,high,"[""high_extraction_ratio_proxy""]",benchmark/tasks/pluggy__hook_specs_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pluggy__hook_specs_core__001/submission,true,true
pydantic_settings__env_source_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_settings__env_source_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.251644,0.748356,9,1148,8,2,0,2,false,false,true,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_settings__env_source_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_settings__env_source_core__001/eval/result.json,"[""eac38138-39dc-4c6e-8886-a25465d9838c"",""54e1e089-6dd4-4299-996a-4120effcdf5a"",""db8fba1d-2946-448d-8c82-1497232053fb"",""8cf6bedd-ded8-402d-a492-025778ad6cf7"",""66059d16-7069-4e88-9634-6dc023cd5191"",""07dd044f-2201-42d7-8b9a-090dd85c601b"",""73891213-3c8c-41fe-99d1-f10e38e6f71e""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,config_environment_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,4562,1916491,1884940,31551,48,55,55,2,eac38138-39dc-4c6e-8886-a25465d9838c,,false,0,0,high,"[""repeated_exploration"",""harness_format_errors""]",benchmark/tasks/pydantic_settings__env_source_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_settings__env_source_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_settings__env_source_core__001/submission,true,true
pydantic_v1__validation_error_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_v1__validation_error_core__001,deepseek/deepseek-v4-flash,openhands-agent,,,false,0.535431,0.000000,15,5599,4,2,2,0,false,false,true,step_limit_exceeded,dependency_closure_omission,agent_step_limit,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_v1__validation_error_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_v1__validation_error_core__001/eval/result.json,"[""16766354-cedc-406d-8563-ff18729b377a"",""997b5fdc-5360-4686-ad4e-9d63812d4c09"",""dd118e51-8dc2-4e9c-b076-c3a91c83247c"",""70c1a821-fd37-47cd-99b6-df6fd517088c"",""9a296cef-cacb-440d-a618-70dfe770fe2b"",""61c42c4f-e27b-4e37-9596-54a1ab44fe6c"",""f7e8dfec-e010-479a-9e27-4f1eaba0547f"",""eval:build""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,framework_coupling,hard,true,false,failed,false,false,false,true,eval.metrics submission footprint,10457,5096343,5001084,95259,144,125,125,6,16766354-cedc-406d-8563-ff18729b377a,,false,0,0,medium,"[""repeated_exploration"",""tool_execution_errors"",""agent_step_limit""]",benchmark/tasks/pydantic_v1__validation_error_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_v1__validation_error_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pydantic_v1__validation_error_core__001/submission,true,true
pygments__formatter_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__formatter_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,true,true,0.035218,0.964782,19,3613,5,2,3,0,false,false,false,completion_signal,passed,none,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__formatter_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__formatter_core__001/eval/result.json,"[""328ad6d5-e1fe-466c-9e5d-0c1a68202496"",""5a10f746-a5ef-44eb-9559-bd67f0a7c4dc"",""6f540075-78d8-4d72-9e5f-e1562b74803b"",""b95c6b7c-ad3a-482f-9e36-9b1095e47157"",""cabd4299-bbd7-4473-8871-a9e90a76969a"",""a344a9c1-e1e9-4075-be9c-b0689363f83e"",""8b4f03d5-d7e5-44a5-9b2a-95b890b3d174""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,102589,5176282,5101058,75224,139,120,120,9,328ad6d5-e1fe-466c-9e5d-0c1a68202496,,false,0,0,high,"[""low_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors""]",benchmark/tasks/pygments__formatter_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__formatter_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__formatter_core__001/submission,true,true
pygments__lexer_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__lexer_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,false,false,0.027615,0.000000,12,2833,6,0,2,0,true,false,true,completion_signal,hidden_behavior_contract_failure,tool_execution_errors,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__lexer_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__lexer_core__001/eval/result.json,"[""d2f1eadc-e0c2-44e5-b68d-333d64be1e1a"",""330e9466-5a4a-4823-9ee2-c71be9cefa6e"",""7c227a93-a4b6-4712-bd7d-c80f3c1287f0"",""4d806666-2346-481b-936c-954e5d699e4a"",""9905e88c-c6e6-44cc-a346-93fbac469362"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,parser_state_coupling,hard,true,false,failed,true,true,true,true,eval.metrics submission footprint,102589,3089432,3062613,26819,47,54,54,0,d2f1eadc-e0c2-44e5-b68d-333d64be1e1a,,false,0,0,medium,"[""low_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors""]",benchmark/tasks/pygments__lexer_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__lexer_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pygments__lexer_core__001/submission,true,true
pytest__fixture_resolve_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__fixture_resolve_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,false,false,0.002607,0.000000,3,199,0,0,0,0,false,false,true,completion_signal,hidden_interface_or_closure_failure,low_extraction_ratio_proxy,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__fixture_resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__fixture_resolve_core__001/eval/result.json,"[""711659aa-babe-4d4f-9adb-1a7570846e9c"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,framework_coupling,hard,true,false,failed,true,true,true,true,eval.metrics submission footprint,76347,951178,920118,31060,32,26,26,2,711659aa-babe-4d4f-9adb-1a7570846e9c,,false,0,0,medium,"[""low_extraction_ratio_proxy""]",benchmark/tasks/pytest__fixture_resolve_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__fixture_resolve_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__fixture_resolve_core__001/submission,true,true
pytest__ini_markers_core__001,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__ini_markers_core__001,deepseek/deepseek-v4-flash,openhands-agent,true,false,false,0.000773,0.000000,1,59,0,0,1,0,false,false,false,completion_signal,hidden_behavior_contract_failure,tool_execution_errors,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__ini_markers_core__001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__ini_markers_core__001/eval/result.json,"[""03e25c90-ce30-4817-839f-b9af4f2c51a1"",""e4ea0d2a-3c5d-40d9-9c25-78b9ebce640e"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429,core100,config_environment_coupling,hard,true,false,failed,true,true,true,true,eval.metrics submission footprint,76347,587604,571124,16480,32,19,19,1,03e25c90-ce30-4817-839f-b9af4f2c51a1,,false,0,0,medium,"[""low_extraction_ratio_proxy"",""tool_execution_errors""]",benchmark/tasks/pytest__ini_markers_core__001/metadata.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__ini_markers_core__001/run.json,experiments/python/openhands/deepseek-v4-flash/main-flash-20260705-232429/pytest__ini_markers_core__001/submission,true,true
